,id,bot,tweet_var
1319,2358034513,1,865.4506841632116
3131,2383730832,1,844.8769175596475
2317,2370448254,1,634.2311663869325
3367,2385356947,1,919.5805701446599
93,2348629334,1,723.2569593984433
571,2352902946,1,874.3771684243726
3065,2382871867,1,738.8242321780784
2973,2381447276,1,932.5504251239926
2218,2368468856,1,1055.846211155514
514,2352639727,1,713.273966302327
2295,2370178446,1,738.0972720742781
2452,2372542711,1,865.883070419723
796,2354200380,1,949.6360379595759
3400,2385916478,1,881.3169224552566
1868,2362336950,1,666.7920851453746
2815,2378653928,1,885.7802046304698
1798,2361738901,1,654.3361372730071
627,2353113242,1,901.7448227982876
3216,2384323117,1,718.0542714255104
2540,2374738254,1,718.5451639920491
195,2350890235,1,872.0874917689684
3440,2386578300,1,728.1901414742184
397,2352120408,1,804.172403244042
2665,2376968101,1,711.4623730772114
2659,2376901322,1,921.879647504706
3038,2382523758,1,692.0668813407716
2365,2370803990,1,732.4071422292735
89,2348486216,1,843.2317263544537
1449,2358897218,1,854.8002355884306
1387,2358458424,1,843.6802749486392
2075,2364755130,1,752.9779482026386
2929,2380910732,1,688.9662263442507
1395,2358503732,1,805.0769923881945
926,2355693744,1,785.1133062999888
2059,2364640434,1,635.0895779614325
3446,2386739322,1,667.6919951901588
3071,2382953520,1,578.3521584286807
876,2354975202,1,817.3712029384756
1568,2359980978,1,665.6111236204131
2801,2378439283,1,809.9304365759793
100,2349047077,1,623.8867457562264
2266,2368954819,1,924.6542066071953
2794,2378360713,1,845.4857867521457
1066,2356809246,1,705.5781813979282
1432,2358755755,1,806.8743264774713
3061,2382831954,1,761.2852130870892
95,2348725105,1,719.3903508923855
1577,2360055282,1,791.1704740959534
122,2349511350,1,801.1424235874041
716,2353615650,1,588.5389091196671
2633,2376380994,1,687.8882968310604
293,2351708202,1,762.0248197907433
2767,2378023658,1,819.1220567442663
2277,2369137722,1,750.9547736989188
151,2349984169,1,815.4088034626635
1558,2359949102,1,851.2663044281717
950,2355860940,1,737.9588948033233
728,2353694768,1,807.5018568807852
1853,2362252939,1,653.5605216989843
2829,2379041683,1,784.7231560860564
1560,2359951080,1,816.3184410643634
1690,2360718468,1,781.1285884673067
1118,2357126318,1,800.4486903967314
206,2350961034,1,763.3505760973408
520,2352676352,1,748.3233395996209
1656,2360482604,1,840.0468196722386
2894,2380452584,1,683.1895698928665
2049,2364558116,1,656.1536471941797
940,2355771019,1,836.5780599885492
3043,2382598962,1,677.0357872883613
491,2352549452,1,945.7248058400513
1006,2356204080,1,608.4083999343861
441,2352312751,1,735.8241754609819
2502,2374335140,1,649.7170049344612
2957,2381262787,1,869.2999186307783
1088,2357003580,1,674.5384785518243
403,2352155646,1,805.3920158374958
2884,2380368409,1,985.0632539363636
1149,2357240377,1,738.4412902755008
1955,2363104591,1,813.8254433554602
3255,2384537810,1,632.837518301532
1393,2358500215,1,765.2032652652794
1752,2361405722,1,687.19686242939
1265,2357666222,1,703.7039208816474
2458,2372796062,1,929.0478539751006
1561,2359953097,1,693.0284576195255
1639,2360333022,1,966.8906650706591
525,2352702752,1,625.85208049458
3267,2384586715,1,741.0261287253645
3236,2384455266,1,838.833593952169
5,109905756,1,722.4055054815445
2934,2380994893,1,959.1050840476547
212,2351010823,1,687.1613378842812
1611,2360209554,1,894.7070052323792
1569,2359984328,1,826.4231575436172
2556,2374883167,1,628.7493674394323
1450,2358902162,1,588.4714564060919
2012,2363999472,1,901.8933887494535
2820,2378847420,1,732.8561960222721
2554,2374871490,1,805.2685427391067
11,518341782,1,928.9700779330086
3332,2384958265,1,1001.0894773172029
2505,2374414448,1,542.2755737357498
3290,2384741894,1,841.8334727563331
1923,2362680805,1,812.0075382519677
1271,2357697421,1,658.7585452484637
2361,2370791845,1,936.0947774846546
2170,2367728047,1,824.3172982229494
1435,2358784080,1,784.4342864658571
4,41613571,1,951.4085194120374
328,2351884837,1,731.7403513781451
1838,2362142834,1,785.9319118000436
440,2352309080,1,776.5744113200582
3219,2384331992,1,847.333076777684
1092,2357042587,1,727.8816618231291
1766,2361599270,1,665.562444156434
3334,2384967678,1,815.0252011279646
1584,2360091846,1,728.14836800335
3003,2381929579,1,809.2709396531004
902,2355134546,1,835.9055553060766
1407,2358581905,1,1008.6214114893808
1989,2363607110,1,922.871594694419
2658,2376896916,1,612.2163154708827
1437,2358821899,1,817.7466264548186
2463,2372905207,1,622.4703170324733
1897,2362517576,1,819.49647970055
2451,2372480954,1,696.2859618344106
2202,2368325846,1,683.0397991386692
3423,2386224518,1,753.7029559237483
171,2350335156,1,672.8813460612912
3202,2384245830,1,759.9426573988384
1388,2358459319,1,1000.6458737245032
415,2352197238,1,779.6278767974147
3408,2386012454,1,737.3146658898086
509,2352618876,1,608.3989553629154
275,2351608056,1,838.3693809121281
548,2352803594,1,951.7550269667017
1857,2362274305,1,711.6133103503741
3049,2382676646,1,584.7976705529608
1368,2358376934,1,655.3245420604728
1844,2362217372,1,868.5914350569406
1679,2360663064,1,697.8514295100879
1080,2356916576,1,578.1998881641532
375,2352038430,1,779.4413063770688
2881,2380303262,1,703.7453138946598
2400,2370987984,1,851.5328134272013
786,2354112254,1,947.9925598942718
2553,2374864776,1,719.6804949463005
412,2352185112,1,588.5341750638923
2832,2379106592,1,783.4780690388397
1605,2360180306,1,708.973911201355
2136,2366337290,1,564.0305302577539
325,2351869231,1,696.1160261709693
2089,2365080456,1,789.1556144135795
272,2351578362,1,722.5296897644575
341,2351935423,1,745.1018201819866
3390,2385782306,1,695.8398501387638
503,2352583038,1,670.3099043413769
1961,2363170070,1,546.5601207923846
1856,2362273448,1,769.1741513751977
985,2356072284,1,728.3056285906525
689,2353496768,1,829.9652279298864
808,2354257993,1,901.0522177728659
2945,2381131928,1,734.3779177174154
1175,2357363780,1,699.4503290424666
277,2351627755,1,728.9758991346673
920,2355225331,1,710.2547842874006
463,2352413964,1,736.3793985330022
2046,2364519254,1,745.7934826229377
1210,2357490037,1,954.5366408759292
2222,2368496100,1,851.4450767821922
2550,2374855375,1,904.9174013486944
823,2354349955,1,685.3611916257287
407,2352159972,1,755.1958081908898
2486,2373460700,1,764.9187703595488
803,2354240790,1,814.3424331410514
3133,2383828752,1,824.040606129807
2776,2378076452,1,592.3156376872374
2055,2364620137,1,921.7138810176222
1322,2358045140,1,765.5025446024011
896,2355091369,1,941.862130269965
366,2352019645,1,678.5524406448612
1866,2362322125,1,668.6967558861261
2797,2378385974,1,865.3640982667577
585,2352945200,1,559.5819872066473
439,2352307093,1,656.3374446759102
1930,2362909092,1,928.8424673727499
1802,2361751538,1,806.3975843042904
3089,2383152397,1,736.0530607651796
2155,2366552882,1,820.5475740513364
858,2354864112,1,632.8734937162676
1903,2362544011,1,872.0444142784762
1514,2359737805,1,601.549601487654
2480,2373237187,1,609.4493335549571
2427,2372253000,1,621.344658642328
3248,2384514518,1,782.4587206882559
3321,2384881206,1,609.0096164740405
2,27164845,1,1008.0820702050312
500,2352579308,1,741.4787784683803
2904,2380732760,1,724.2548466998824
