,id,bot,tweet_var
186,347555471,1,480.09453542577825
250,522725796,1,423.046756673117
13,129549447,1,173.70383620168306
460,2396099064,1,299.53664998775804
457,2361494688,1,380.26142251155534
343,531218181,1,430.6161697624561
262,531134291,1,399.38682178747683
197,360743981,1,402.28943181097907
261,531134248,1,396.28320439318975
19,157884661,1,426.25406880410236
119,297072497,1,419.6362860470117
132,306510948,1,443.5940674991206
402,839897809,1,293.794182637281
34,164303126,1,460.4001546092574
226,520998731,1,424.4214744011067
414,964138124,1,392.0529616725639
295,531148316,1,419.49467811023743
28,162341083,1,429.0503223583132
32,164250795,1,218.65769864170053
254,531129533,1,397.01568834005093
116,297021045,1,387.11633626568926
140,326290586,1,418.23634529765394
378,531534294,1,274.24420627907466
299,531150104,1,434.98631799346015
282,531144016,1,450.3704536021844
212,456990098,1,391.3396300707548
151,330531182,1,370.5912677292946
187,347564054,1,446.2340003872688
214,457000046,1,476.434512386016
15,157882115,1,434.7609441127305
169,334748859,1,419.64585126738575
347,531223365,1,395.38053411035673
106,243854506,1,458.4505719801793
56,195018333,1,361.5813355883417
51,195005434,1,394.0585194627453
374,531256458,1,450.1630762191325
329,531164215,1,406.6675841254572
168,334747962,1,439.00932330809127
47,194773394,1,417.6851428114774
435,1388500788,1,423.50925544258143
53,195013125,1,402.31428935047956
247,522715107,1,415.2737305304812
54,195014511,1,420.3728540888804
321,531158939,1,453.15626910909526
10,75863742,1,289.04241006700147
136,310462159,1,382.9253671266416
446,1702860350,1,137.30094937342236
73,215693377,1,403.13529777022126
30,162395011,1,425.3375332445946
229,521093819,1,424.11540035420927
391,711479551,1,449.26653525426633
451,2231823601,1,319.33633744676735
133,308167725,1,463.9221379233889
227,521066382,1,400.1742778919947
11,90421989,1,667.8253544844764
384,571735543,1,383.1034387156992
260,531132166,1,423.655479978474
366,531243222,1,436.11275779614687
97,242381339,1,473.3092625416817
416,974255899,1,447.7473043925683
224,520803165,1,437.313416799464
242,522416755,1,377.31035150190957
289,531146452,1,388.48611329428326
429,1267627190,1,263.3105970547185
76,221059805,1,461.68991991141036
348,531223578,1,358.64119718074244
205,425528043,1,411.4830229917885
232,521358579,1,386.8156476624049
271,531138997,1,451.132167603892
267,531137332,1,428.8780331818312
439,1580244270,1,327.7382579220466
118,297070204,1,486.57231494502304
377,531259803,1,406.88054623351223
447,1857048475,1,197.96549865139463
444,1699325190,1,411.2456200395472
110,244202085,1,400.4590110306994
102,243325371,1,450.59848349745033
194,360741658,1,384.1863050147339
292,531147808,1,380.1201780959447
450,2183757256,1,240.9507647784203
216,457009775,1,426.5840058806202
273,531139427,1,391.82967325744556
264,531135163,1,472.18135269627857
420,1013031680,1,395.1910204832409
91,241228977,1,408.2241305483781
291,531146600,1,422.1117928056982
380,535789505,1,447.4770616465886
306,531152224,1,428.42415713719333
404,870954793,1,349.78506309723105
275,531140765,1,420.60741300432886
323,531160078,1,423.0984256576796
432,1372882284,1,463.0077921256164
354,531226626,1,401.60637503632194
345,531219372,1,433.6407332699485
394,711518438,1,410.3604706385338
396,711565705,1,409.50244960670335
180,336051161,1,776.9974112149339
36,165778169,1,439.5495344073954
297,531148996,1,463.0744009480382
238,522344056,1,393.8541918750598
373,531252639,1,371.28467363850024
109,244200947,1,336.5693941484622
333,531165935,1,440.8527285302551
42,166733398,1,491.00083435556894
325,531161755,1,357.8451450684742
69,212838695,1,406.05271511305494
55,195017418,1,453.6414135765323
393,711506862,1,384.9054116948729
92,241233990,1,423.5630325412715
